time,Speed,PWM
69.69,24,192
69.7,25,192
69.71,19,192
69.72,24,192
69.73,23,192
69.74,23,-192
69.75,16,-192
69.76,1,-192
69.77,-5,-192
69.78,-8,-192
69.79,-14,-192
69.8,-15,-192
69.81,-19,-192
69.82,-23,-192
69.83,-22,-192
69.84,-22,-192
69.85,-28,-192
69.86,-29,-192
69.87,-30,-192
69.88,-29,-192
69.89,-28,-192
69.9,-32,-192
69.91,-31,-192
69.92,-30,-192
69.93,-27,-192
69.94,-31,-192
69.95,-34,-192
69.96,-34,-192
69.97,-28,-192
69.98,-34,-192
69.99,-32,-192
70,-34,-192
70.01,-32,-192
70.02,-33,-192
70.03,-33,-192
70.04,-32,-192
70.05,-36,-192
70.06,-34,-192
70.07,-36,-192
70.08,-35,-192
70.09,-35,-192
70.1,-32,-192
70.11,-36,-192
70.12,-35,-192
70.13,-35,-192
70.14,-27,-192
70.15,-37,-192
70.16,-34,-192
70.17,-34,-192
70.18,-30,-192
70.19,-32,-192
70.2,-37,-192
70.21,-35,-192
70.22,-29,-192
70.23,-33,-192
70.24,-33,-192
70.25,-35,-192
70.26,-36,-192
70.27,-32,-192
70.28,-33,-192
70.29,-32,-192
70.3,-36,-192
70.31,-31,-192
70.32,-35,-192
70.33,-35,-192
70.34,-37,-192
70.35,-33,-192
70.36,-34,-192
70.37,-34,-192
70.38,-32,-192
70.39,-36,-192
70.4,-36,-192
70.41,-36,-192
70.42,-34,-192
70.43,-32,-192
70.44,-32,-192
70.45,-37,-192
70.46,-35,-192
70.47,-34,-192
70.48,-29,-192
70.49,-35,-192
70.5,-34,-192
70.51,-34,-192
70.52,-29,-192
70.53,-31,-192
70.54,-36,-192
70.55,-36,-192
70.56,-36,-192
70.57,-34,-192
70.58,-34,-192
70.59,-35,-192
70.6,-36,-192
70.61,-33,-192
70.62,-35,-192
70.63,-32,-192
70.64,-36,-192
70.65,-31,-192
70.66,-35,-192
70.67,-36,-192
70.68,-34,-192
70.69,-31,-192
70.7,-35,-192
70.71,-36,-192
70.72,-34,-192
70.73,-27,-192
70.74,-36,-192
70.75,-36,-192
70.76,-34,-192
70.77,-34,-192
70.78,-28,-192
70.79,-36,-192
70.8,-36,-192
70.81,-36,-192
70.82,-31,-192
70.83,-33,-192
70.84,-35,-192
70.85,-35,-192
70.86,-32,-192
70.87,-34,-192
70.88,-32,-192
70.89,-37,-192
70.9,-36,-192
70.91,-36,-192
70.92,-35,-192
70.93,-37,-192
70.94,-36,-192
70.95,-31,-192
70.96,-33,-192
70.97,-32,-192
70.98,-37,-192
70.99,-32,-192
71,-36,-192
71.01,-34,-192
71.02,-32,-192
71.03,-32,-192
71.04,-36,-192
71.05,-36,-192
71.06,-36,-192
71.07,-34,-192
71.08,-35,-192
71.09,-36,-192
71.1,-36,-192
71.11,-34,-192
71.12,-29,-192
71.13,-38,-192
71.14,-36,-192
71.15,-36,-192
71.16,-31,-192
71.17,-35,-192
71.18,-36,-192
71.19,-36,-192
71.2,-31,-192
71.21,-35,-192
71.22,-34,-192
71.23,-36,-192
71.24,-32,-192
71.25,-34,-192
71.26,-32,-192
71.27,-32,-192
71.28,-37,-192
71.29,-31,-192
71.3,-35,-192
71.31,-34,-192
71.32,-32,-192
71.33,-31,-192
71.34,-36,-192
71.35,-34,-192
71.36,-34,-192
71.37,-28,-192
71.38,-36,-192
71.39,-36,-192
71.4,-36,-192
71.41,-34,-192
71.42,-34,-192
71.43,-35,-192
71.44,-36,-192
71.45,-36,-192
71.46,-31,-192
71.47,-34,-192
71.48,-36,-192
71.49,-36,-192
71.5,-32,-192
71.51,-33,-192
71.52,-32,-192
71.53,-37,-192
71.54,-31,-192
71.55,-35,-192
71.56,-34,-192
71.57,-32,-192
71.58,-36,-192
71.59,-36,-192
71.6,-34,-192
71.61,-34,-192
71.62,-36,-192
71.63,-32,-192
71.64,-36,-192
71.65,-36,-192
71.66,-34,-192
71.67,-32,-192
71.68,-36,-192
71.69,-36,-192
71.7,-36,-192
71.71,-30,-192
71.72,-36,-192
71.73,-36,-192
71.74,-36,-192
71.75,-30,-192
71.76,-34,-192
71.77,-36,-192
71.78,-36,-192
71.79,-36,-192
71.8,-29,-192
71.81,-33,-192
71.82,-36,-192
71.83,-35,-192
71.84,-33,-192
71.85,-33,-192
71.86,-33,-192
71.87,-36,-192
71.88,-32,-192
71.89,-36,-192
71.9,-34,-192
71.91,-32,-192
71.92,-36,-192
71.93,-36,-192
71.94,-36,-192
71.95,-34,-192
71.96,-32,-192
71.97,-32,-192
71.98,-36,-192
71.99,-36,-192
72,-34,-192
72.01,-28,-192
72.02,-36,-192
72.03,-36,-192
72.04,-36,-192
72.05,-29,-192
72.06,-33,-192
72.07,-36,-192
72.08,-36,-192
72.09,-35,-192
72.1,-32,-192
72.11,-33,-192
72.12,-36,-192
72.13,-36,-192
72.14,-32,-192
72.15,-34,-192
72.16,-32,-192
72.17,-36,-192
72.18,-32,-192
72.19,-36,-192
72.2,-34,-192
72.21,-32,-192
72.22,-32,-192
72.23,-36,-192
72.24,-34,-192
72.25,-34,-192
72.26,-32,-192
72.27,-36,-192
72.28,-36,-192
72.29,-34,-192
72.3,-34,-192
72.31,-32,-192
72.32,-36,-192
72.33,-36,-192
72.34,-34,-192
72.35,-30,-192
72.36,-36,-192
72.37,-36,-192
72.38,-36,-192
72.39,-30,-192
72.4,-32,-192
72.41,-36,-192
72.42,-36,-192
72.43,-36,-192
72.44,-34,-192
72.45,-32,-192
72.46,-36,-192
72.47,-36,-192
72.48,-32,-192
72.49,-34,-192
72.5,-32,-192
72.51,-36,-192
72.52,-32,-192
72.53,-36,-192
72.54,-34,-192
72.55,-32,-192
72.56,-32,-192
72.57,-36,-192
72.58,-36,-192
72.59,-34,-192
72.6,-32,-192
72.61,-36,-192
72.62,-36,-192
72.63,-36,-192
72.64,-34,-192
72.65,-28,-192
72.66,-36,-192
72.67,-36,-192
72.68,-36,-192
72.69,-30,-192
72.7,-32,-192
72.71,-36,-192
72.72,-36,-192
72.73,-32,-192
72.74,-34,-192
72.75,-32,-192
72.76,-36,-192
72.77,-32,-192
72.78,-36,-192
72.79,-34,-192
72.8,-32,-192
72.81,-36,-192
72.82,-32,-192
72.83,-34,-192
72.84,-34,-192
72.85,-33,-192
72.86,-32,-192
72.87,-35,-192
72.88,-34,-192
72.89,-32,-192
72.9,-28,-192
72.91,-37,-192
72.92,-35,-192
72.93,-34,-192
72.94,-32,-192
72.95,-36,-192
72.96,-36,-192
72.97,-36,-192
72.98,-34,-192
72.99,-28,-192
73,-36,-192
73.01,-36,-192
73.02,-36,-192
73.03,-30,-192
73.04,-32,-192
73.05,-36,-192
73.06,-36,-192
73.07,-32,-192
73.08,-34,-192
73.09,-32,-192
73.1,-36,-192
73.11,-36,-192
73.12,-36,-192
73.13,-34,-192
73.14,-32,-192
73.15,-36,-192
73.16,-32,-192
73.17,-37,-192
73.18,-35,-192
73.19,-32,-192
73.2,-32,-192
73.21,-36,-192
73.22,-36,-192
73.23,-34,-192
73.24,-28,-192
73.25,-36,-192
73.26,-36,-192
73.27,-36,-192
73.28,-30,-192
73.29,-32,-192
73.3,-36,-192
73.31,-36,-192
73.32,-36,-192
73.33,-30,-192
73.34,-32,-192
73.35,-36,-192
73.36,-36,-192
73.37,-31,-192
73.38,-35,-192
73.39,-32,-192
73.4,-36,-192
73.41,-32,-192
73.42,-35,-192
73.43,-36,-192
73.44,-32,-192
73.45,-35,-192
73.46,-36,-192
73.47,-34,-192
73.48,-34,-192
73.49,-32,-192
73.5,-32,-192
73.51,-36,-192
73.52,-34,-192
73.53,-32,-192
73.54,-28,-192
73.55,-36,-192
73.56,-36,-192
73.57,-34,-192
73.58,-28,-192
73.59,-36,-192
73.6,-36,-192
73.61,-36,-192
73.62,-34,-192
73.63,-32,-192
73.64,-36,-192
73.65,-36,-192
73.66,-36,-192
73.67,-30,-192
73.68,-32,-192
73.69,-36,-192
73.7,-36,-192
73.71,-32,-192
73.72,-34,-192
73.73,-32,-192
73.74,-36,-192
73.75,-32,-192
73.76,-36,-192
73.77,-34,-192
73.78,-32,-192
73.79,-32,-192
73.8,-36,-192
73.81,-36,-192
73.82,-34,-192
73.83,-32,-192
73.84,-32,-192
73.85,-36,-192
73.86,-36,-192
73.87,-34,-192
73.88,-29,-192
73.89,-35,-192
73.9,-36,-192
73.91,-36,-192
73.92,-30,-192
73.93,-32,-192
73.94,-36,-192
73.95,-36,-192
73.96,-36,-192
73.97,-34,-192
73.98,-32,-192
73.99,-36,-192
74,-37,-192
74.01,-31,-192
74.02,-34,-192
74.03,-32,-192
74.04,-36,-192
74.05,-32,-192
74.06,-34,-192
74.07,-32,-192
74.08,-32,-192
74.09,-32,-192
74.1,-36,-192
74.11,-34,-192
74.12,-32,-192
74.13,-32,-192
74.14,-36,-192
74.15,-36,-192
74.16,-34,-192
74.17,-32,-192
74.18,-28,-192
74.19,-36,-192
74.2,-36,-192
74.21,-34,-192
74.22,-28,-192
74.23,-36,-192
74.24,-36,-192
74.25,-36,-192
74.26,-30,-192
74.27,-32,-192
74.28,-36,-192
74.29,-36,-192
74.3,-32,-192
74.31,-34,-192
74.32,-32,-192
74.33,-36,-192
74.34,-36,-192
74.35,-32,-192
74.36,-34,-192
74.37,-32,-192
74.38,-36,-192
74.39,-32,-192
74.4,-36,-192
74.41,-34,-192
74.42,-32,-192
74.43,-32,-192
74.44,-36,-192
74.45,-36,-192
74.46,-34,-192
74.47,-32,-192
74.48,-36,-192
74.49,-36,-192
74.5,-36,-192
74.51,-34,-192
74.52,-28,-192
74.53,-36,-192
74.54,-36,-192
74.55,-36,-192
74.56,-30,-192
74.57,-32,-192
74.58,-36,-192
74.59,-36,-192
74.6,-32,-192
74.61,-34,-192
74.62,-32,-192
74.63,-36,-192
74.64,-36,-192
74.65,-36,-192
74.66,-34,-192
74.67,-32,-192
74.68,-36,-192
74.69,-32,-192
74.7,-36,-192
74.71,-34,-192
74.72,-32,-192
74.73,-27,148
74.74,-14,148
74.75,0,148
74.76,4,148
74.77,7,148
74.78,10,148
74.79,14,148
74.8,17,148
74.81,17,148
74.82,20,148
74.83,20,148
74.84,24,148
74.85,24,148
74.86,22,148
74.87,28,148
74.88,26,148
74.89,28,148
74.9,27,148
74.91,31,148
74.92,30,148
74.93,30,148
74.94,28,148
74.95,30,148
74.96,31,148
74.97,33,148
74.98,33,148
74.99,33,148
75,32,148
75.01,30,148
75.02,34,148
75.03,29,148
75.04,33,148
75.05,32,148
75.06,32,148
75.07,32,148
75.08,35,148
75.09,33,148
75.1,35,148
75.11,30,148
75.12,30,148
75.13,35,148
75.14,35,148
75.15,34,148
75.16,34,148
75.17,31,148
75.18,32,148
75.19,36,148
75.2,30,148
75.21,34,148
75.22,33,148
75.23,31,148
75.24,28,148
75.25,36,148
75.26,35,148
75.27,34,148
75.28,31,148
75.29,33,148
75.3,31,148
75.31,35,148
75.32,31,148
75.33,34,148
75.34,33,148
75.35,33,148
75.36,36,148
75.37,32,148
75.38,35,148
75.39,34,148
75.4,33,148
75.41,27,148
75.42,35,148
75.43,35,148
75.44,35,148
75.45,32,148
75.46,34,148
75.47,32,148
75.48,36,148
75.49,34,148
75.5,36,148
75.51,34,148
75.52,33,148
75.53,31,148
75.54,31,148
75.55,35,148
75.56,35,148
75.57,34,148
75.58,28,148
75.59,33,148
75.6,34,148
75.61,35,148
75.62,31,148
75.63,34,148
75.64,32,148
75.65,33,148
75.66,35,148
75.67,35,148
75.68,35,148
75.69,34,148
75.7,31,148
75.71,31,148
75.72,34,148
75.73,34,148
75.74,36,148
75.75,30,148
75.76,32,148
75.77,36,148
75.78,34,148
75.79,29,148
75.8,34,148
75.81,35,148
75.82,32,148
75.83,32,148
75.84,34,148
75.85,36,148
75.86,35,148
75.87,35,148
75.88,29,148
75.89,35,148
75.9,32,148
75.91,35,148
75.92,31,148
75.93,34,148
75.94,32,148
75.95,35,148
75.96,31,148
75.97,35,148
75.98,35,148
75.99,33,148
76,31,148
76.01,35,148
76.02,34,148
76.03,35,148
76.04,34,148
76.05,29,148
76.06,36,148
76.07,35,148
76.08,35,148
76.09,32,148
76.1,34,148
76.11,32,148
76.12,35,148
76.13,30,148
76.14,34,148
76.15,34,148
76.16,34,148
76.17,33,148
76.18,36,148
76.19,35,148
76.2,34,148
76.21,34,148
76.22,28,148
76.23,32,148
76.24,36,148
76.25,35,148
76.26,31,148
76.27,34,148
76.28,34,148
76.29,33,148
76.3,29,148
76.31,36,148
76.32,36,148
76.33,34,148
76.34,29,148
76.35,31,148
76.36,36,148
76.37,35,148
76.38,35,148
76.39,31,148
76.4,33,148
76.41,34,148
76.42,35,148
76.43,31,148
76.44,34,148
76.45,34,148
76.46,32,148
76.47,33,148
76.48,35,148
76.49,35,148
76.5,35,148
76.51,32,148
76.52,32,148
76.53,34,148
76.54,36,148
76.55,35,148
76.56,31,148
76.57,32,148
76.58,32,148
76.59,34,148
76.6,32,148
76.61,35,148
76.62,35,148
76.63,32,148
76.64,28,148
76.65,34,148
76.66,34,148
76.67,35,148
76.68,33,148
76.69,32,148
76.7,36,148
76.71,34,148
76.72,36,148
76.73,31,148
76.74,36,148
76.75,33,148
76.76,36,148
76.77,32,148
76.78,34,148
76.79,33,148
76.8,33,148
76.81,28,148
76.82,36,148
76.83,34,148
76.84,34,148
76.85,31,148
76.86,34,148
76.87,31,148
76.88,36,148
76.89,34,148
76.9,31,148
76.91,34,148
76.92,31,148
76.93,35,148
76.94,31,148
76.95,36,148
76.96,34,148
76.97,34,148
76.98,28,148
76.99,35,148
77,35,148
77.01,36,148
77.02,34,148
77.03,33,148
77.04,31,148
77.05,36,148
77.06,33,148
77.07,31,148
77.08,34,148
77.09,34,148
77.1,33,148
77.11,29,148
77.12,36,148
77.13,36,148
77.14,34,148
77.15,29,148
77.16,31,148
77.17,36,148
77.18,35,148
77.19,35,148
77.2,34,148
77.21,32,148
77.22,33,148
77.23,34,148
77.24,31,148
77.25,36,148
77.26,34,148
77.27,34,148
77.28,28,148
77.29,36,148
77.3,35,148
77.31,35,148
77.32,29,148
77.33,33,148
77.34,34,148
77.35,36,148
77.36,30,148
77.37,34,148
77.38,33,148
77.39,31,148
77.4,34,148
77.41,33,148
77.42,35,148
77.43,35,148
77.44,34,148
77.45,28,148
77.46,34,148
77.47,35,148
77.48,34,148
77.49,30,148
77.5,32,148
77.51,33,148
77.52,36,148
77.53,33,148
77.54,34,148
77.55,36,148
77.56,33,148
77.57,32,148
77.58,31,148
77.59,35,148
77.6,35,148
77.61,34,148
77.62,28,148
77.63,32,148
77.64,36,148
77.65,33,148
77.66,29,148
77.67,34,148
77.68,32,148
77.69,36,148
77.7,35,148
77.71,35,148
77.72,35,148
77.73,35,148
77.74,34,148
77.75,32,148
77.76,36,148
77.77,34,148
77.78,33,148
77.79,27,148
77.8,32,148
77.81,35,148
77.82,35,148
77.83,31,148
77.84,35,148
77.85,33,148
77.86,33,148
77.87,30,148
77.88,36,148
77.89,34,148
77.9,34,148
77.91,33,148
77.92,27,148
77.93,36,148
77.94,35,148
77.95,33,148
77.96,29,148
77.97,33,148
77.98,36,148
77.99,35,148
78,31,148
78.01,35,148
78.02,33,148
78.03,32,148
78.04,36,148
78.05,36,148
78.06,36,148
78.07,33,148
78.08,31,148
78.09,28,148
78.1,35,148
78.11,35,148
78.12,36,148
78.13,30,148
78.14,33,148
78.15,32,148
78.16,34,148
78.17,31,148
78.18,36,148
78.19,34,148
78.2,32,148
78.21,33,148
78.22,35,148
78.23,35,148
78.24,35,148
78.25,32,148
78.26,29,148
78.27,31,148
78.28,34,148
78.29,35,148
78.3,31,148
78.31,34,148
78.32,32,148
78.33,36,148
78.34,31,148
78.35,35,148
78.36,36,148
78.37,35,148
78.38,31,148
78.39,36,148
78.4,35,148
78.41,35,148
78.42,34,148
78.43,28,148
78.44,31,148
78.45,36,148
78.46,34,148
78.47,31,148
78.48,34,148
78.49,34,148
78.5,31,148
78.51,32,148
78.52,35,148
78.53,35,148
78.54,35,148
78.55,34,148
78.56,32,148
78.57,36,148
78.58,34,148
78.59,33,148
78.6,27,148
78.61,32,148
78.62,35,148
78.63,35,148
78.64,31,148
78.65,35,148
78.66,34,148
78.67,33,148
78.68,31,148
78.69,36,148
78.7,35,148
78.71,35,148
78.72,34,148
78.73,33,148
78.74,35,148
78.75,36,148
78.76,33,148
78.77,29,148
78.78,34,148
78.79,32,148
78.8,34,148
78.81,31,148
78.82,35,148
78.83,34,148
78.84,33,148
78.85,27,148
78.86,34,148
78.87,36,148
78.88,36,148
78.89,31,148
78.9,34,148
78.91,35,148
78.92,36,148
78.93,35,148
78.94,31,148
78.95,32,148
78.96,32,148
78.97,34,148
78.98,31,148
78.99,36,148
79,35,148
79.01,33,148
79.02,27,148
79.03,34,148
79.04,36,148
79.05,36,148
79.06,36,148
79.07,33,148
79.08,31,148
79.09,36,148
79.1,35,148
79.11,31,148
79.12,34,148
79.13,32,148
79.14,32,148
79.15,31,148
79.16,34,148
79.17,36,148
79.18,35,148
79.19,30,148
79.2,32,148
79.21,34,148
79.22,36,148
79.23,36,148
79.24,35,148
79.25,34,148
79.26,36,148
79.27,34,148
79.28,33,148
79.29,34,148
79.3,33,148
79.31,31,148
79.32,31,148
79.33,34,148
79.34,34,148
79.35,35,148
79.36,30,148
79.37,32,148
79.38,36,148
79.39,32,148
79.4,32,148
79.41,35,148
79.42,35,148
79.43,32,148
79.44,36,148
79.45,32,148
79.46,34,148
79.47,33,148
79.48,31,148
79.49,26,148
79.5,35,148
79.51,35,148
79.52,34,148
79.53,30,148
79.54,34,148
79.55,36,148
79.56,35,148
79.57,35,148
79.58,35,148
79.59,35,148
79.6,34,148
79.61,36,148
79.62,32,148
79.63,36,148
79.64,33,148
79.65,31,148
79.66,28,148
79.67,33,148
79.68,35,148
79.69,36,148
79.7,31,148
79.71,31,-148
79.72,18,-148
79.73,10,-148
79.74,4,-148
79.75,0,-148
79.76,-4,-148
79.77,-6,-148
79.78,-10,-148
79.79,-11,-148
79.8,-13,-148
79.81,-16,-148
79.82,-17,-148
79.83,-15,-148
79.84,-21,-148
79.85,-21,-148
79.86,-21,-148
79.87,-19,-148
79.88,-25,-148
79.89,-23,-148
79.9,-26,-148
79.91,-24,-148
79.92,-25,-148
79.93,-27,-148
79.94,-29,-148
79.95,-29,-148
79.96,-24,-148
79.97,-28,-148
79.98,-29,-148
79.99,-30,-148
80,-23,-148
80.01,-28,-148
80.02,-28,-148
80.03,-32,-148
80.04,-28,-148
80.05,-29,-148
80.06,-29,-148
80.07,-28,-148
80.08,-31,-148
80.09,-29,-148
80.1,-30,-148
80.11,-28,-148
80.12,-30,-148
80.13,-28,-148
80.14,-32,-148
80.15,-30,-148
80.16,-30,-148
80.17,-27,-148
80.18,-33,-148
80.19,-31,-148
80.2,-31,-148
80.21,-25,-148
80.22,-31,-148
80.23,-32,-148
80.24,-30,-148
80.25,-30,-148
80.26,-31,-148
80.27,-30,-148
80.28,-33,-148
80.29,-32,-148
80.3,-28,-148
80.31,-29,-148
80.32,-33,-148
80.33,-32,-148
80.34,-28,-148
80.35,-30,-148
80.36,-30,-148
80.37,-32,-148
80.38,-30,-148
80.39,-31,-148
80.4,-30,-148
80.41,-31,-148
80.42,-30,-148
80.43,-32,-148
80.44,-31,-148
80.45,-31,-148
80.46,-30,-148
80.47,-31,-148
80.48,-33,-148
80.49,-30,-148
80.5,-30,-148
80.51,-25,-148
80.52,-35,-148
80.53,-32,-148
80.54,-31,-148
80.55,-26,-148
80.56,-30,-148
80.57,-34,-148
80.58,-31,-148
80.59,-30,-148
80.6,-31,-148
80.61,-31,-148
80.62,-32,-148
80.63,-32,-148
80.64,-27,-148
80.65,-29,-148
80.66,-29,-148
80.67,-33,-148
80.68,-28,-148
80.69,-31,-148
80.7,-31,-148
80.71,-30,-148
80.72,-31,-148
80.73,-33,-148
80.74,-31,-148
80.75,-30,-148
80.76,-31,-148
80.77,-33,-148
80.78,-32,-148
80.79,-31,-148
80.8,-30,-148
80.81,-27,-148
80.82,-34,-148
80.83,-30,-148
80.84,-31,-148
80.85,-26,-148
80.86,-29,-148
80.87,-33,-148
80.88,-31,-148
80.89,-28,-148
80.9,-29,-148
80.91,-29,-148
80.92,-31,-148
80.93,-26,-148
80.94,-31,-148
80.95,-31,-148
80.96,-33,-148
80.97,-31,-148
80.98,-28,-148
80.99,-29,-148
81,-31,-148
81.01,-33,-148
81.02,-28,-148
81.03,-31,-148
81.04,-31,-148
81.05,-31,-148
81.06,-30,-148
81.07,-32,-148
81.08,-30,-148
81.09,-32,-148
81.1,-30,-148
81.11,-33,-148
81.12,-33,-148
81.13,-33,-148
81.14,-29,-148
81.15,-28,-148
81.16,-34,-148
81.17,-32,-148
81.18,-31,-148
81.19,-27,-148
81.2,-30,-148
81.21,-32,-148
81.22,-30,-148
81.23,-28,-148
81.24,-30,-148
81.25,-29,-148
81.26,-33,-148
81.27,-33,-148
81.28,-30,-148
81.29,-31,-148
81.3,-31,-148
81.31,-33,-148
81.32,-28,-148
81.33,-30,-148
81.34,-30,-148
81.35,-31,-148
81.36,-29,-148
81.37,-32,-148
81.38,-32,-148
81.39,-30,-148
81.4,-27,-148
81.41,-33,-148
81.42,-31,-148
81.43,-31,-148
81.44,-27,-148
81.45,-30,-148
81.46,-32,-148
81.47,-31,-148
81.48,-30,-148
81.49,-28,-148
81.5,-30,-148
81.51,-33,-148
81.52,-31,-148
81.53,-26,-148
81.54,-31,-148
81.55,-31,-148
81.56,-33,-148
81.57,-28,-148
81.58,-30,-148
81.59,-31,-148
81.6,-34,-148
81.61,-32,-148
81.62,-32,-148
81.63,-30,-148
81.64,-32,-148
81.65,-33,-148
81.66,-27,-148
81.67,-31,-148
81.68,-30,-148
81.69,-31,-148
81.7,-31,-148
81.71,-33,-148
81.72,-31,-148
81.73,-31,-148
81.74,-28,-148
81.75,-34,-148
81.76,-32,-148
81.77,-31,-148
81.78,-31,-148
81.79,-30,-148
81.8,-32,-148
81.81,-31,-148
81.82,-30,-148
81.83,-28,-148
81.84,-30,-148
81.85,-35,-148
81.86,-32,-148
81.87,-28,-148
81.88,-30,-148
81.89,-31,-148
81.9,-33,-148
81.91,-28,-148
81.92,-32,-148
81.93,-31,-148
81.94,-30,-148
81.95,-29,-148
81.96,-31,-148
81.97,-31,-148
81.98,-30,-148
81.99,-30,-148
82,-28,-148
82.01,-32,-148
82.02,-31,-148
82.03,-30,-148
82.04,-27,-148
82.05,-32,-148
82.06,-30,-148
82.07,-32,-148
82.08,-28,-148
82.09,-29,-148
82.1,-33,-148
82.11,-31,-148
82.12,-31,-148
82.13,-30,-148
82.14,-32,-148
82.15,-32,-148
82.16,-32,-148
82.17,-28,-148
82.18,-29,-148
82.19,-35,-148
82.2,-33,-148
82.21,-29,-148
82.22,-30,-148
82.23,-30,-148
82.24,-33,-148
82.25,-27,-148
82.26,-31,-148
82.27,-29,-148
82.28,-30,-148
82.29,-34,-148
82.3,-30,-148
82.31,-32,-148
82.32,-30,-148
82.33,-29,-148
82.34,-29,-148
82.35,-33,-148
82.36,-31,-148
82.37,-30,-148
82.38,-28,-148
82.39,-33,-148
82.4,-31,-148
82.41,-31,-148
82.42,-28,-148
82.43,-29,-148
82.44,-33,-148
82.45,-33,-148
82.46,-28,-148
82.47,-32,-148
82.48,-30,-148
82.49,-32,-148
82.5,-31,-148
82.51,-27,-148
82.52,-30,-148
82.53,-32,-148
82.54,-34,-148
82.55,-29,-148
82.56,-29,-148
82.57,-29,-148
82.58,-29,-148
82.59,-29,-148
82.6,-31,-148
82.61,-30,-148
82.62,-32,-148
82.63,-31,-148
82.64,-33,-148
82.65,-31,-148
82.66,-31,-148
82.67,-30,-148
82.68,-26,-148
82.69,-33,-148
82.7,-32,-148
82.71,-31,-148
82.72,-27,-148
82.73,-31,-148
82.74,-32,-148
82.75,-31,-148
82.76,-26,-148
82.77,-31,-148
82.78,-31,-148
82.79,-33,-148
82.8,-33,-148
82.81,-29,-148
82.82,-29,-148
82.83,-33,-148
82.84,-32,-148
82.85,-28,-148
82.86,-31,-148
82.87,-31,-148
82.88,-34,-148
82.89,-30,-148
82.9,-31,-148
82.91,-31,-148
82.92,-31,-148
82.93,-29,-148
82.94,-33,-148
82.95,-31,-148
82.96,-30,-148
82.97,-28,-148
82.98,-33,-148
82.99,-31,-148
83,-31,-148
83.01,-31,-148
83.02,-26,-148
83.03,-34,-148
83.04,-33,-148
83.05,-32,-148
83.06,-27,-148
83.07,-30,-148
83.08,-32,-148
83.09,-32,-148
83.1,-26,-148
83.11,-31,-148
83.12,-31,-148
83.13,-32,-148
83.14,-30,-148
83.15,-32,-148
83.16,-30,-148
83.17,-29,-148
83.18,-31,-148
83.19,-27,-148
83.2,-31,-148
83.21,-31,-148
83.22,-31,-148
83.23,-31,-148
83.24,-33,-148
83.25,-31,-148
83.26,-31,-148
83.27,-26,-148
83.28,-32,-148
83.29,-33,-148
83.3,-31,-148
83.31,-30,-148
83.32,-32,-148
83.33,-33,-148
83.34,-31,-148
83.35,-31,-148
83.36,-26,-148
83.37,-31,-148
83.38,-32,-148
83.39,-31,-148
83.4,-28,-148
83.41,-30,-148
83.42,-31,-148
83.43,-32,-148
83.44,-28,-148
83.45,-30,-148
83.46,-31,-148
83.47,-31,-148
83.48,-29,-148
83.49,-31,-148
83.5,-32,-148
83.51,-30,-148
83.52,-33,-148
83.53,-27,-148
83.54,-31,-148
83.55,-31,-148
83.56,-30,-148
83.57,-32,-148
83.58,-33,-148
83.59,-31,-148
83.6,-31,-148
83.61,-27,-148
83.62,-34,-148
83.63,-32,-148
83.64,-31,-148
83.65,-31,-148
83.66,-31,-148
83.67,-35,-148
83.68,-32,-148
83.69,-32,-148
83.7,-26,-148
83.71,-31,-148
83.72,-34,-148
83.73,-31,-148
83.74,-28,-148
83.75,-30,-148
83.76,-30,-148
83.77,-33,-148
83.78,-27,-148
83.79,-31,-148
83.8,-31,-148
83.81,-31,-148
83.82,-34,-148
83.83,-30,-148
83.84,-31,-148
83.85,-32,-148
83.86,-30,-148
83.87,-28,-148
83.88,-32,-148
83.89,-31,-148
83.9,-29,-148
83.91,-26,-148
83.92,-34,-148
83.93,-31,-148
83.94,-31,-148
83.95,-27,-148
83.96,-31,-148
83.97,-32,-148
83.98,-30,-148
83.99,-28,-148
84,-30,-148
84.01,-31,-148
84.02,-33,-148
84.03,-32,-148
84.04,-28,-148
84.05,-30,-148
84.06,-34,-148
84.07,-31,-148
84.08,-28,-148
84.09,-29,-148
84.1,-32,-148
84.11,-30,-148
84.12,-29,-148
84.13,-31,-148
84.14,-31,-148
84.15,-31,-148
84.16,-29,-148
84.17,-31,-148
84.18,-31,-148
84.19,-31,-148
84.2,-31,-148
84.21,-31,-148
84.22,-31,-148
84.23,-31,-148
84.24,-30,-148
84.25,-26,-148
84.26,-35,-148
84.27,-33,-148
84.28,-32,-148
84.29,-27,-148
84.3,-31,-148
84.31,-34,-148
84.32,-31,-148
84.33,-30,-148
84.34,-31,-148
84.35,-31,-148
84.36,-35,-148
84.37,-33,-148
84.38,-27,-148
84.39,-31,-148
84.4,-31,-148
84.41,-33,-148
84.42,-27,-148
84.43,-31,-148
84.44,-31,-148
84.45,-31,-148
84.46,-31,-148
84.47,-32,-148
84.48,-30,-148
84.49,-31,-148
84.5,-28,-148
84.51,-34,-148
84.52,-31,-148
84.53,-30,-148
84.54,-32,-148
84.55,-26,-148
84.56,-32,-148
84.57,-31,-148
84.58,-31,-148
84.59,-28,-148
84.6,-30,-148
84.61,-33,-148
84.62,-33,-148
84.63,-28,-148
84.64,-32,-148
84.65,-30,-148
84.66,-32,-148
84.67,-31,-148
84.68,-29,-148
84.69,-28,200
84.7,-18,200
84.71,-11,200
